person1Ssn,person2Ssn,confidence,reason
677-41-8377,293-43-3923,0.87,same_dob_similar_name
910-21-8822,732-47-3223,0.95,same_dob_similar_name
686-20-1284,139-98-6815,0.76,same_dob_similar_name
253-75-9037,963-34-8691,0.88,same_dob_similar_name
253-75-9037,317-33-5274,0.82,same_dob_similar_name
963-34-8691,317-33-5274,0.9,same_dob_similar_name
372-98-4404,892-94-2132,0.7,same_dob_similar_name
746-79-5753,155-74-7592,0.8,same_dob_similar_name
815-29-3492,937-66-7524,0.83,same_dob_similar_name
535-12-6747,183-36-3491,0.89,same_dob_similar_name
701-41-1874,606-26-6624,0.7,same_dob_similar_name
701-41-1874,882-19-3900,0.92,same_dob_similar_name
606-26-6624,882-19-3900,0.93,same_dob_similar_name
724-36-8325,534-65-5178,0.73,same_dob_similar_name
724-36-8325,812-83-9444,0.84,same_dob_similar_name
534-65-5178,812-83-9444,0.88,same_dob_similar_name
857-74-9916,941-45-2446,0.92,same_dob_similar_name
857-74-9916,335-67-4485,0.9,same_dob_similar_name
941-45-2446,335-67-4485,0.79,same_dob_similar_name
427-99-8067,652-37-1831,0.92,same_dob_similar_name
427-99-8067,567-91-2040,0.82,same_dob_similar_name
652-37-1831,567-91-2040,0.8,same_dob_similar_name
942-19-6488,948-40-4990,0.7,same_dob_similar_name
101-27-1249,400-98-1008,0.85,same_dob_similar_name
792-34-6999,946-58-4040,0.79,same_dob_similar_name
792-34-6999,836-99-9441,0.88,same_dob_similar_name
946-58-4040,836-99-9441,0.83,same_dob_similar_name
143-32-6512,293-97-6873,0.84,same_dob_similar_name
967-95-3987,275-64-5870,0.81,same_dob_similar_name
967-95-3987,623-24-8007,0.85,same_dob_similar_name
275-64-5870,623-24-8007,0.93,same_dob_similar_name
310-86-5294,111-15-4837,0.84,same_dob_similar_name
516-58-6482,275-38-5851,0.73,same_dob_similar_name
516-58-6482,487-95-4344,0.91,same_dob_similar_name
275-38-5851,487-95-4344,0.77,same_dob_similar_name
366-34-8555,217-44-9341,0.93,same_dob_similar_name
439-56-8980,369-76-2408,0.72,same_dob_similar_name
439-56-8980,439-34-3471,0.91,same_dob_similar_name
369-76-2408,439-34-3471,0.79,same_dob_similar_name
711-29-4029,279-97-1023,0.77,same_dob_similar_name
598-38-6845,289-72-9514,0.88,same_dob_similar_name
598-38-6845,233-74-6128,0.88,same_dob_similar_name
289-72-9514,233-74-6128,0.8,same_dob_similar_name
296-81-2585,128-90-4926,0.93,same_dob_similar_name
341-71-1027,196-87-6474,0.72,same_dob_similar_name
341-71-1027,287-81-2057,0.86,same_dob_similar_name
196-87-6474,287-81-2057,0.77,same_dob_similar_name
878-73-4961,777-60-3263,0.84,same_dob_similar_name
194-52-2363,427-64-1998,0.77,same_dob_similar_name
194-52-2363,323-88-5080,0.79,same_dob_similar_name
427-64-1998,323-88-5080,0.95,same_dob_similar_name
128-22-8988,399-90-9205,0.77,same_dob_similar_name
929-49-5144,180-42-2447,0.84,same_dob_similar_name
929-49-5144,355-95-3567,0.79,same_dob_similar_name
180-42-2447,355-95-3567,0.81,same_dob_similar_name
884-87-9185,242-61-8664,0.9,same_dob_similar_name
137-67-2658,323-15-8238,0.85,same_dob_similar_name
137-67-2658,874-12-4824,0.71,same_dob_similar_name
323-15-8238,874-12-4824,0.89,same_dob_similar_name
349-95-3079,329-58-9842,0.81,same_dob_similar_name
299-53-7621,104-72-2348,0.82,same_dob_similar_name
299-53-7621,642-14-9445,0.87,same_dob_similar_name
104-72-2348,642-14-9445,0.8,same_dob_similar_name
966-40-3586,966-61-8570,0.88,same_dob_similar_name
904-13-3240,854-29-1113,0.71,same_dob_similar_name
904-13-3240,472-71-1908,0.93,same_dob_similar_name
854-29-1113,472-71-1908,0.78,same_dob_similar_name
401-46-1717,572-37-5974,0.93,same_dob_similar_name
244-95-3188,504-75-5297,0.91,same_dob_similar_name
480-16-5574,471-75-7249,0.94,same_dob_similar_name
480-16-5574,146-72-5436,0.76,same_dob_similar_name
471-75-7249,146-72-5436,0.84,same_dob_similar_name
214-64-8126,637-30-5625,0.88,same_dob_similar_name
693-25-4864,225-26-6354,0.9,same_dob_similar_name
700-32-2850,966-47-1369,0.9,same_dob_similar_name
700-32-2850,242-42-3508,0.94,same_dob_similar_name
966-47-1369,242-42-3508,0.94,same_dob_similar_name
411-58-2447,405-41-3698,0.74,same_dob_similar_name
190-86-1886,686-68-6676,0.92,same_dob_similar_name
610-20-5926,637-72-2038,0.85,same_dob_similar_name
610-20-5926,106-67-3506,0.77,same_dob_similar_name
637-72-2038,106-67-3506,0.75,same_dob_similar_name
936-55-1982,402-21-7031,0.74,same_dob_similar_name
936-55-1982,611-65-7154,0.94,same_dob_similar_name
402-21-7031,611-65-7154,0.79,same_dob_similar_name
877-28-4654,845-50-6786,0.84,same_dob_similar_name
877-28-4654,810-45-4798,0.73,same_dob_similar_name
845-50-6786,810-45-4798,0.86,same_dob_similar_name
882-17-2158,279-63-6164,0.72,same_dob_similar_name
287-55-3833,330-15-2118,0.8,same_dob_similar_name
287-55-3833,740-10-5808,0.92,same_dob_similar_name
330-15-2118,740-10-5808,0.82,same_dob_similar_name
676-54-5323,388-22-5625,0.87,same_dob_similar_name
676-54-5323,730-10-2576,0.94,same_dob_similar_name
388-22-5625,730-10-2576,0.89,same_dob_similar_name
280-26-8862,707-85-6713,0.89,same_dob_similar_name
800-73-8917,518-36-7769,0.78,same_dob_similar_name
800-73-8917,295-72-4380,0.72,same_dob_similar_name
518-36-7769,295-72-4380,0.74,same_dob_similar_name
262-69-9597,756-33-8468,0.75,same_dob_similar_name
262-69-9597,446-36-1802,0.76,same_dob_similar_name
756-33-8468,446-36-1802,0.89,same_dob_similar_name
107-84-1994,921-12-8758,0.76,same_dob_similar_name
969-56-1280,414-25-6680,0.74,same_dob_similar_name
126-98-2079,537-91-3832,0.93,same_dob_similar_name
631-33-3284,140-95-8012,0.8,same_dob_similar_name
231-29-6419,467-42-6534,0.93,same_dob_similar_name
203-73-8288,165-63-2004,0.71,same_dob_similar_name
330-17-9853,909-48-7489,0.74,same_dob_similar_name
872-30-6026,148-84-4276,0.92,same_dob_similar_name
872-30-6026,885-95-9658,0.73,same_dob_similar_name
148-84-4276,885-95-9658,0.87,same_dob_similar_name
339-30-2397,368-70-1061,0.86,same_dob_similar_name
339-30-2397,600-39-8615,0.87,same_dob_similar_name
368-70-1061,600-39-8615,0.87,same_dob_similar_name
787-76-3024,853-65-9463,0.8,same_dob_similar_name
580-18-4556,464-79-6241,0.9,same_dob_similar_name
580-18-4556,150-25-4539,0.84,same_dob_similar_name
464-79-6241,150-25-4539,0.95,same_dob_similar_name
956-39-5832,953-53-9692,0.86,same_dob_similar_name
711-93-6683,384-95-6352,0.8,same_dob_similar_name
505-74-1471,367-51-8180,0.73,same_dob_similar_name
217-39-2045,312-88-4293,0.76,same_dob_similar_name
465-64-5321,495-50-4407,0.82,same_dob_similar_name
414-65-8249,458-90-2672,0.95,same_dob_similar_name
414-65-8249,434-83-9033,0.72,same_dob_similar_name
458-90-2672,434-83-9033,0.87,same_dob_similar_name
747-95-7357,789-36-4981,0.86,same_dob_similar_name
357-22-3560,248-94-6568,0.93,same_dob_similar_name
131-47-1050,543-25-4944,0.85,same_dob_similar_name
131-47-1050,153-54-6783,0.7,same_dob_similar_name
543-25-4944,153-54-6783,0.92,same_dob_similar_name
934-85-8022,722-15-6093,0.86,same_dob_similar_name
484-94-1536,171-84-3300,0.92,same_dob_similar_name
484-94-1536,874-96-2459,0.86,same_dob_similar_name
171-84-3300,874-96-2459,0.74,same_dob_similar_name
712-65-9005,658-94-9871,0.77,same_dob_similar_name
712-65-9005,666-24-2331,0.75,same_dob_similar_name
658-94-9871,666-24-2331,0.73,same_dob_similar_name
500-85-3707,223-40-4688,0.82,same_dob_similar_name
500-85-3707,904-91-5072,0.85,same_dob_similar_name
223-40-4688,904-91-5072,0.71,same_dob_similar_name
443-24-4940,473-50-6423,0.75,same_dob_similar_name
443-24-4940,409-93-2606,0.91,same_dob_similar_name
473-50-6423,409-93-2606,0.79,same_dob_similar_name
574-77-2608,302-42-7151,0.72,same_dob_similar_name
574-77-2608,830-64-4789,0.79,same_dob_similar_name
302-42-7151,830-64-4789,0.88,same_dob_similar_name
158-26-1628,520-51-6013,0.91,same_dob_similar_name
873-89-1395,391-93-2955,0.86,same_dob_similar_name
873-89-1395,615-85-7219,0.88,same_dob_similar_name
391-93-2955,615-85-7219,0.71,same_dob_similar_name
270-91-6207,135-95-4207,0.77,same_dob_similar_name
770-51-8314,480-98-8022,0.79,same_dob_similar_name
770-51-8314,738-18-1485,0.83,same_dob_similar_name
480-98-8022,738-18-1485,0.88,same_dob_similar_name
812-84-2035,932-82-3127,0.83,same_dob_similar_name
812-84-2035,239-51-4279,0.87,same_dob_similar_name
932-82-3127,239-51-4279,0.84,same_dob_similar_name
437-81-6038,604-75-1592,0.72,same_dob_similar_name
437-81-6038,271-96-3466,0.94,same_dob_similar_name
604-75-1592,271-96-3466,0.91,same_dob_similar_name
664-58-1321,424-41-9609,0.86,same_dob_similar_name
929-85-8914,511-61-1900,0.77,same_dob_similar_name
710-41-8486,193-35-9902,0.72,same_dob_similar_name
710-41-8486,519-24-5481,0.83,same_dob_similar_name
193-35-9902,519-24-5481,0.95,same_dob_similar_name
496-47-7267,719-10-4116,0.85,same_dob_similar_name
118-61-6296,955-16-4849,0.88,same_dob_similar_name
560-88-8036,936-59-9202,0.74,same_dob_similar_name
560-88-8036,899-78-5013,0.73,same_dob_similar_name
936-59-9202,899-78-5013,0.75,same_dob_similar_name
497-67-7726,807-63-4301,0.71,same_dob_similar_name
497-67-7726,506-97-9430,0.75,same_dob_similar_name
807-63-4301,506-97-9430,0.71,same_dob_similar_name
571-93-5727,886-77-2631,0.93,same_dob_similar_name
571-93-5727,744-22-3819,0.76,same_dob_similar_name
886-77-2631,744-22-3819,0.74,same_dob_similar_name
225-21-9885,932-83-4909,0.72,same_dob_similar_name
225-21-9885,760-66-2896,0.8,same_dob_similar_name
932-83-4909,760-66-2896,0.72,same_dob_similar_name
333-22-6996,923-36-9909,0.73,same_dob_similar_name
333-22-6996,262-38-5696,0.76,same_dob_similar_name
923-36-9909,262-38-5696,0.84,same_dob_similar_name
423-13-4586,430-36-6847,0.92,same_dob_similar_name
341-74-5131,181-54-5559,0.75,same_dob_similar_name
628-80-2573,614-93-6358,0.72,same_dob_similar_name
628-80-2573,521-22-3985,0.87,same_dob_similar_name
614-93-6358,521-22-3985,0.7,same_dob_similar_name
736-39-3815,741-98-7501,0.76,same_dob_similar_name
736-39-3815,680-59-6745,0.83,same_dob_similar_name
741-98-7501,680-59-6745,0.84,same_dob_similar_name
311-36-7382,938-91-4579,0.82,same_dob_similar_name
311-36-7382,421-29-1292,0.77,same_dob_similar_name
938-91-4579,421-29-1292,0.76,same_dob_similar_name
200-55-9253,664-48-5469,0.9,same_dob_similar_name
200-55-9253,100-68-7651,0.8,same_dob_similar_name
664-48-5469,100-68-7651,0.8,same_dob_similar_name
309-29-1580,732-57-7214,0.85,same_dob_similar_name
620-78-3300,825-24-2334,0.86,same_dob_similar_name
917-64-3356,419-90-2170,0.79,same_dob_similar_name
304-41-1281,519-27-2431,0.76,same_dob_similar_name
304-41-1281,286-88-3971,0.82,same_dob_similar_name
519-27-2431,286-88-3971,0.87,same_dob_similar_name
355-67-3524,177-42-5832,0.79,same_dob_similar_name
355-67-3524,723-96-2194,0.81,same_dob_similar_name
177-42-5832,723-96-2194,0.7,same_dob_similar_name
466-17-3497,684-36-2119,0.85,same_dob_similar_name
554-55-8135,315-21-2058,0.91,same_dob_similar_name
554-55-8135,237-50-7320,0.8,same_dob_similar_name
315-21-2058,237-50-7320,0.77,same_dob_similar_name
805-89-2514,571-19-2694,0.85,same_dob_similar_name
805-89-2514,456-31-8161,0.88,same_dob_similar_name
571-19-2694,456-31-8161,0.9,same_dob_similar_name
482-32-6041,730-73-3739,0.72,same_dob_similar_name
482-32-6041,314-73-9925,0.76,same_dob_similar_name
730-73-3739,314-73-9925,0.76,same_dob_similar_name
588-80-6484,198-70-3922,0.82,same_dob_similar_name
888-50-2750,182-94-2906,0.89,same_dob_similar_name
342-35-3456,661-51-3951,0.94,same_dob_similar_name
342-35-3456,142-16-6735,0.72,same_dob_similar_name
661-51-3951,142-16-6735,0.9,same_dob_similar_name
668-73-7498,272-73-9745,0.82,same_dob_similar_name
754-53-1544,261-91-1526,0.79,same_dob_similar_name
450-54-6339,541-39-2844,0.8,same_dob_similar_name
917-40-1323,909-69-7214,0.77,same_dob_similar_name
736-94-9884,279-68-5064,0.79,same_dob_similar_name
833-47-3130,836-93-5491,0.84,same_dob_similar_name
617-45-1090,544-31-7647,0.75,same_dob_similar_name
853-55-2808,897-88-3530,0.89,same_dob_similar_name
324-50-6404,879-99-8569,0.93,same_dob_similar_name
872-26-5993,883-22-1527,0.8,same_dob_similar_name
872-26-5993,425-93-2755,0.93,same_dob_similar_name
883-22-1527,425-93-2755,0.94,same_dob_similar_name
639-38-8464,378-28-3022,0.73,same_dob_similar_name
683-80-5133,529-97-2062,0.74,same_dob_similar_name
683-80-5133,269-23-3801,0.78,same_dob_similar_name
529-97-2062,269-23-3801,0.86,same_dob_similar_name
528-36-9229,101-46-3376,0.78,same_dob_similar_name
785-98-3367,533-83-8450,0.81,same_dob_similar_name
762-17-1497,759-25-9185,0.86,same_dob_similar_name
189-10-5563,416-32-3602,0.88,same_dob_similar_name
189-10-5563,469-46-6075,0.94,same_dob_similar_name
416-32-3602,469-46-6075,0.74,same_dob_similar_name
707-38-7386,558-21-1611,0.85,same_dob_similar_name
807-55-8387,888-73-3182,0.73,same_dob_similar_name
759-34-4822,832-92-6220,0.93,same_dob_similar_name
431-43-1671,158-15-5194,0.8,same_dob_similar_name
431-43-1671,551-54-8588,0.87,same_dob_similar_name
158-15-5194,551-54-8588,0.77,same_dob_similar_name
867-90-1944,317-26-1905,0.88,same_dob_similar_name
867-90-1944,483-57-8587,0.9,same_dob_similar_name
317-26-1905,483-57-8587,0.73,same_dob_similar_name
473-80-2731,599-43-3652,0.78,same_dob_similar_name
973-94-9009,181-11-3359,0.92,same_dob_similar_name
471-70-3808,700-55-5293,0.81,same_dob_similar_name
471-70-3808,984-63-2607,0.85,same_dob_similar_name
700-55-5293,984-63-2607,0.88,same_dob_similar_name
574-30-5007,328-53-4640,0.74,same_dob_similar_name
574-30-5007,410-90-7224,0.87,same_dob_similar_name
328-53-4640,410-90-7224,0.94,same_dob_similar_name
224-63-6557,855-71-2170,0.84,same_dob_similar_name
114-39-7552,662-92-3094,0.86,same_dob_similar_name
824-36-2648,746-93-8860,0.94,same_dob_similar_name
668-32-1764,951-89-5976,0.9,same_dob_similar_name
562-55-7432,470-47-7529,0.76,same_dob_similar_name
968-42-7622,740-63-5106,0.87,same_dob_similar_name
968-42-7622,538-15-8462,0.91,same_dob_similar_name
740-63-5106,538-15-8462,0.71,same_dob_similar_name
322-85-2954,430-67-6127,0.85,same_dob_similar_name
602-82-9975,770-81-2714,0.86,same_dob_similar_name
602-82-9975,902-57-2117,0.9,same_dob_similar_name
770-81-2714,902-57-2117,0.94,same_dob_similar_name
797-19-7330,269-60-2655,0.94,same_dob_similar_name
664-23-9120,327-46-6168,0.85,same_dob_similar_name
736-49-5796,791-60-8141,0.78,same_dob_similar_name
244-40-2426,308-28-7861,0.77,same_dob_similar_name
932-45-8479,770-50-9503,0.79,same_dob_similar_name
838-37-7443,958-20-6255,0.75,same_dob_similar_name
534-84-9050,212-67-3780,0.87,same_dob_similar_name
892-65-2497,628-48-4613,0.83,same_dob_similar_name
281-74-9098,725-12-6604,0.76,same_dob_similar_name
281-74-9098,771-77-3087,0.92,same_dob_similar_name
725-12-6604,771-77-3087,0.79,same_dob_similar_name
688-65-4464,908-93-5281,0.93,same_dob_similar_name
990-78-9397,426-47-7256,0.92,same_dob_similar_name
356-50-2331,453-22-8623,0.85,same_dob_similar_name
818-38-7792,429-49-5421,0.89,same_dob_similar_name
891-86-3754,426-18-5966,0.93,same_dob_similar_name
564-67-7420,821-34-5772,0.71,same_dob_similar_name
564-67-7420,560-22-9522,0.72,same_dob_similar_name
821-34-5772,560-22-9522,0.83,same_dob_similar_name
976-85-2923,847-32-4968,0.89,same_dob_similar_name
976-85-2923,793-79-1044,0.72,same_dob_similar_name
847-32-4968,793-79-1044,0.87,same_dob_similar_name
125-30-3767,472-51-5067,0.85,same_dob_similar_name
300-35-6190,502-62-4962,0.73,same_dob_similar_name
300-35-6190,925-78-6109,0.95,same_dob_similar_name
502-62-4962,925-78-6109,0.8,same_dob_similar_name
402-28-7664,176-51-7899,0.93,same_dob_similar_name
299-82-9865,254-54-3688,0.79,same_dob_similar_name
201-96-1806,843-10-3218,0.83,same_dob_similar_name
201-96-1806,174-64-5995,0.76,same_dob_similar_name
843-10-3218,174-64-5995,0.87,same_dob_similar_name
992-63-1200,470-34-4638,0.74,same_dob_similar_name
992-63-1200,426-94-5889,0.9,same_dob_similar_name
470-34-4638,426-94-5889,0.95,same_dob_similar_name
474-40-6239,762-25-5929,0.76,same_dob_similar_name
923-88-3137,945-19-3696,0.72,same_dob_similar_name
923-88-3137,186-13-6775,0.89,same_dob_similar_name
945-19-3696,186-13-6775,0.75,same_dob_similar_name
377-76-2054,104-33-9116,0.91,same_dob_similar_name
244-28-3993,175-83-9618,0.79,same_dob_similar_name
244-28-3993,135-49-4650,0.83,same_dob_similar_name
175-83-9618,135-49-4650,0.92,same_dob_similar_name
277-49-6374,901-84-5330,0.83,same_dob_similar_name
532-36-6011,347-32-2211,0.71,same_dob_similar_name
532-36-6011,866-56-2058,0.8,same_dob_similar_name
347-32-2211,866-56-2058,0.88,same_dob_similar_name
484-49-2935,409-77-4213,0.79,same_dob_similar_name
484-49-2935,200-39-6841,0.9,same_dob_similar_name
409-77-4213,200-39-6841,0.86,same_dob_similar_name
435-26-6434,252-37-3928,0.94,same_dob_similar_name
248-17-5506,234-83-2718,0.76,same_dob_similar_name
241-95-8012,941-70-4352,0.76,same_dob_similar_name
173-86-7792,959-17-1050,0.81,same_dob_similar_name
173-86-7792,555-15-6647,0.82,same_dob_similar_name
959-17-1050,555-15-6647,0.78,same_dob_similar_name
715-63-7549,276-52-9254,0.94,same_dob_similar_name
217-58-6467,700-91-8214,0.76,same_dob_similar_name
768-72-6851,593-68-4732,0.9,same_dob_similar_name
888-60-6388,560-97-3359,0.89,same_dob_similar_name
288-94-9714,886-72-5652,0.86,same_dob_similar_name
383-58-9740,144-75-7344,0.84,same_dob_similar_name
383-58-9740,429-91-5727,0.74,same_dob_similar_name
144-75-7344,429-91-5727,0.87,same_dob_similar_name
808-96-9333,838-10-3544,0.75,same_dob_similar_name
403-74-6948,549-58-8328,0.84,same_dob_similar_name
403-74-6948,504-30-7654,0.76,same_dob_similar_name
549-58-8328,504-30-7654,0.93,same_dob_similar_name
269-68-3300,229-54-9515,0.81,same_dob_similar_name
532-22-1904,176-99-6952,0.9,same_dob_similar_name
532-22-1904,688-47-4407,0.87,same_dob_similar_name
176-99-6952,688-47-4407,0.82,same_dob_similar_name
193-76-2594,314-55-3605,0.78,same_dob_similar_name
193-76-2594,938-66-2292,0.87,same_dob_similar_name
314-55-3605,938-66-2292,0.81,same_dob_similar_name
705-64-8493,744-44-8487,0.74,same_dob_similar_name
667-56-9272,102-72-4490,0.91,same_dob_similar_name
667-56-9272,281-21-9164,0.81,same_dob_similar_name
102-72-4490,281-21-9164,0.78,same_dob_similar_name
512-58-2215,478-23-7326,0.73,same_dob_similar_name
512-58-2215,528-88-7549,0.86,same_dob_similar_name
478-23-7326,528-88-7549,0.83,same_dob_similar_name
232-93-7641,830-29-9537,0.82,same_dob_similar_name
974-81-6879,667-78-2022,0.91,same_dob_similar_name
974-81-6879,286-81-6562,0.72,same_dob_similar_name
667-78-2022,286-81-6562,0.77,same_dob_similar_name
161-19-6588,698-65-5860,0.83,same_dob_similar_name
652-17-9828,115-34-4790,0.85,same_dob_similar_name
784-32-2682,360-40-7559,0.79,same_dob_similar_name
997-25-9008,815-61-2365,0.73,same_dob_similar_name
997-25-9008,739-58-1668,0.85,same_dob_similar_name
815-61-2365,739-58-1668,0.8,same_dob_similar_name
543-73-5006,490-70-5640,0.74,same_dob_similar_name
543-73-5006,737-70-7912,0.92,same_dob_similar_name
490-70-5640,737-70-7912,0.84,same_dob_similar_name
160-27-8295,530-84-8784,0.95,same_dob_similar_name
434-70-7607,227-16-1998,0.95,same_dob_similar_name
461-42-3774,182-24-4611,0.75,same_dob_similar_name
461-42-3774,766-61-2061,0.73,same_dob_similar_name
182-24-4611,766-61-2061,0.85,same_dob_similar_name
123-72-5994,245-28-7116,0.72,same_dob_similar_name
123-72-5994,478-19-8413,0.9,same_dob_similar_name
245-28-7116,478-19-8413,0.9,same_dob_similar_name
194-32-1568,840-46-1000,0.92,same_dob_similar_name
194-32-1568,296-90-9051,0.89,same_dob_similar_name
840-46-1000,296-90-9051,0.81,same_dob_similar_name
191-27-2353,770-42-9633,0.91,same_dob_similar_name
191-27-2353,365-31-6499,0.9,same_dob_similar_name
770-42-9633,365-31-6499,0.75,same_dob_similar_name
845-47-6659,305-41-7221,0.72,same_dob_similar_name
845-47-6659,342-20-1016,0.78,same_dob_similar_name
305-41-7221,342-20-1016,0.77,same_dob_similar_name
105-79-7875,966-30-1138,0.94,same_dob_similar_name
105-79-7875,692-31-2938,0.89,same_dob_similar_name
966-30-1138,692-31-2938,0.89,same_dob_similar_name
