phoneId,number,type,carrier
PH000674,630-555-3646,mobile,AT&T
PH000675,217-555-7745,mobile,Verizon
PH000676,847-555-1858,mobile,AT&T
PH000677,815-555-2408,mobile,Verizon
PH000678,630-555-4182,mobile,US Cellular
PH000679,217-555-5634,work,US Cellular
PH000680,217-555-7990,home,T-Mobile
PH000681,312-555-8915,work,T-Mobile
PH000682,815-555-4186,mobile,US Cellular
PH000683,815-555-8063,mobile,Sprint
PH000684,815-555-2536,mobile,T-Mobile
PH000685,847-555-6255,home,AT&T
PH000686,847-555-1575,home,US Cellular
PH000687,815-555-2264,mobile,Sprint
PH000688,847-555-7053,mobile,US Cellular
PH000689,217-555-1241,home,US Cellular
PH000690,217-555-4325,home,Verizon
PH000691,312-555-6770,home,Verizon
PH000692,773-555-3351,work,T-Mobile
PH000693,815-555-4594,mobile,AT&T
PH000694,217-555-8936,work,Verizon
PH000695,847-555-2480,work,AT&T
PH000696,217-555-6785,mobile,Verizon
PH000697,773-555-9832,home,Verizon
PH000698,309-555-9983,work,Verizon
PH000699,309-555-5539,work,Verizon
PH000700,309-555-5195,work,Verizon
PH000701,773-555-6981,mobile,US Cellular
PH000702,312-555-2168,home,US Cellular
PH000703,630-555-8691,mobile,Sprint
PH000704,847-555-6108,mobile,Verizon
PH000705,630-555-8151,mobile,T-Mobile
PH000706,630-555-3645,mobile,US Cellular
PH000707,312-555-6106,mobile,US Cellular
PH000708,312-555-2885,home,AT&T
PH000709,815-555-3948,mobile,US Cellular
PH000710,773-555-1436,home,US Cellular
PH000711,630-555-5083,mobile,US Cellular
PH000712,309-555-7737,mobile,AT&T
PH000713,815-555-5770,mobile,Verizon
PH000714,217-555-5905,work,Sprint
PH000715,309-555-7424,mobile,US Cellular
PH000716,847-555-1858,mobile,Verizon
PH000717,309-555-3542,mobile,Verizon
PH000718,312-555-8041,mobile,US Cellular
PH000719,312-555-7144,mobile,AT&T
PH000720,773-555-4222,mobile,AT&T
PH000721,630-555-9362,mobile,Verizon
PH000722,217-555-3431,mobile,Sprint
PH000723,312-555-1936,work,Verizon
PH000724,773-555-7360,mobile,T-Mobile
PH000725,815-555-3907,work,Verizon
PH000726,847-555-3731,mobile,US Cellular
PH000727,312-555-1360,work,Verizon
PH000728,847-555-5857,mobile,T-Mobile
PH000729,630-555-3157,work,T-Mobile
PH000730,312-555-9264,home,T-Mobile
PH000731,309-555-1707,mobile,Verizon
PH000732,312-555-3813,mobile,AT&T
PH000733,309-555-7901,mobile,Verizon
PH000734,217-555-3849,work,AT&T
PH000735,847-555-3184,mobile,Verizon
PH000736,217-555-1879,home,T-Mobile
PH000737,309-555-5455,work,Verizon
PH000738,773-555-5645,work,T-Mobile
PH000739,630-555-5743,mobile,US Cellular
PH000740,312-555-5633,mobile,Verizon
PH000741,773-555-2284,mobile,Sprint
PH000742,630-555-6197,work,Sprint
PH000743,847-555-7382,mobile,AT&T
PH000744,217-555-5571,work,Sprint
PH000745,815-555-1003,mobile,T-Mobile
PH000746,217-555-8289,mobile,T-Mobile
PH000747,630-555-2928,mobile,AT&T
PH000748,217-555-9640,mobile,US Cellular
PH000749,630-555-3439,mobile,Verizon
PH000750,309-555-4505,mobile,US Cellular
PH000751,630-555-7815,home,AT&T
PH000752,773-555-8312,work,Verizon
PH000753,847-555-1413,mobile,US Cellular
PH000754,309-555-5175,mobile,Verizon
PH000755,815-555-8455,mobile,AT&T
PH000756,312-555-3533,mobile,AT&T
PH000757,773-555-2898,work,Sprint
PH000758,217-555-6722,mobile,US Cellular
PH000759,217-555-5739,mobile,T-Mobile
PH000760,773-555-1821,work,Sprint
PH000761,815-555-6074,home,US Cellular
PH000762,815-555-7547,work,Sprint
PH000763,847-555-3089,mobile,Verizon
PH000764,217-555-6528,work,US Cellular
PH000765,309-555-7934,mobile,US Cellular
PH000766,815-555-9076,mobile,AT&T
PH000767,309-555-7867,mobile,Sprint
PH000768,847-555-7731,mobile,AT&T
PH000769,847-555-8783,home,Verizon
PH000770,847-555-4150,mobile,Verizon
PH000771,312-555-2200,mobile,T-Mobile
PH000772,630-555-4525,mobile,Verizon
PH000773,773-555-5073,home,T-Mobile
PH000774,773-555-6896,mobile,Verizon
PH000775,312-555-9454,mobile,Verizon
PH000776,630-555-7395,home,T-Mobile
PH000777,217-555-1586,mobile,Sprint
PH000778,630-555-3511,home,T-Mobile
PH000779,630-555-7715,mobile,AT&T
PH000780,309-555-8208,mobile,US Cellular
PH000781,309-555-9795,mobile,AT&T
PH000782,217-555-4236,work,Sprint
PH000783,815-555-3228,mobile,Verizon
PH000784,815-555-7883,mobile,Verizon
PH000785,217-555-3895,work,US Cellular
PH000786,630-555-4564,mobile,AT&T
PH000787,309-555-8987,work,US Cellular
PH000788,773-555-3426,home,Verizon
PH000789,309-555-4929,mobile,T-Mobile
PH000790,630-555-3238,mobile,T-Mobile
PH000791,773-555-2837,home,T-Mobile
PH000792,815-555-8644,work,Sprint
PH000793,630-555-4027,home,T-Mobile
PH000794,217-555-3729,home,Verizon
PH000795,217-555-2079,home,AT&T
PH000796,815-555-9149,mobile,Verizon
PH000797,773-555-9138,mobile,US Cellular
PH000798,217-555-5990,mobile,Sprint
PH000799,847-555-4368,home,US Cellular
PH000800,309-555-2322,home,T-Mobile
PH000801,847-555-6552,home,US Cellular
PH000802,847-555-9333,home,Verizon
PH000803,815-555-9473,mobile,AT&T
PH000804,773-555-7927,home,US Cellular
PH000805,773-555-6441,mobile,Sprint
PH000806,312-555-1768,mobile,AT&T
PH000807,309-555-1198,mobile,Verizon
PH000808,309-555-6185,home,AT&T
PH000809,312-555-2573,home,Sprint
PH000810,773-555-4798,mobile,AT&T
PH000811,773-555-7389,mobile,Verizon
PH000812,312-555-9081,work,Verizon
PH000813,217-555-5248,work,T-Mobile
PH000814,773-555-1761,work,Verizon
PH000815,312-555-2921,work,AT&T
PH000816,847-555-7148,home,AT&T
PH000817,630-555-4321,mobile,US Cellular
PH000818,312-555-3811,home,Verizon
PH000819,312-555-4826,mobile,Verizon
PH000820,312-555-7163,mobile,T-Mobile
PH000821,773-555-3997,mobile,AT&T
PH000822,773-555-3949,mobile,T-Mobile
PH000823,630-555-9861,home,AT&T
PH000824,312-555-5157,mobile,Sprint
PH000825,217-555-4226,mobile,Verizon
PH000826,847-555-7374,home,T-Mobile
PH000827,815-555-2453,mobile,US Cellular
PH000828,773-555-7730,home,Sprint
PH000829,630-555-1410,mobile,US Cellular
PH000830,847-555-4595,work,Verizon
PH000831,815-555-3844,work,US Cellular
PH000832,630-555-5042,mobile,AT&T
PH000833,815-555-5780,mobile,Sprint
PH000834,773-555-7124,mobile,Sprint
PH000835,309-555-8547,mobile,Verizon
PH000836,312-555-6534,home,Sprint
PH000837,630-555-9282,mobile,T-Mobile
PH000838,217-555-4784,home,AT&T
PH000839,217-555-9009,mobile,Sprint
PH000840,217-555-6503,mobile,Verizon
PH000841,309-555-8822,home,AT&T
PH000842,630-555-2435,mobile,Verizon
PH000843,217-555-9432,mobile,T-Mobile
PH000844,309-555-2110,home,Verizon
PH000845,309-555-3457,work,US Cellular
PH000846,630-555-9777,mobile,Verizon
PH000847,773-555-8439,home,T-Mobile
PH000848,630-555-8900,mobile,Verizon
PH000849,773-555-5246,work,T-Mobile
PH000850,847-555-8156,mobile,T-Mobile
PH000851,847-555-4056,home,Verizon
PH000852,815-555-6864,work,US Cellular
PH000853,773-555-3757,mobile,US Cellular
PH000854,217-555-2709,work,Verizon
PH000855,309-555-5710,mobile,Sprint
PH000856,847-555-4447,home,AT&T
PH000857,630-555-6893,work,Sprint
PH000858,630-555-6762,home,Sprint
PH000859,847-555-1967,mobile,AT&T
PH000860,312-555-7969,home,T-Mobile
PH000861,312-555-2967,work,US Cellular
PH000862,630-555-5055,mobile,T-Mobile
PH000863,217-555-7036,work,Sprint
PH000864,630-555-3216,home,US Cellular
PH000865,815-555-3190,mobile,US Cellular
PH000866,815-555-4825,home,T-Mobile
PH000867,217-555-8300,home,Sprint
PH000868,217-555-4328,mobile,AT&T
PH000869,847-555-4641,home,US Cellular
PH000870,312-555-2691,home,T-Mobile
PH000871,217-555-7230,work,Verizon
PH000872,309-555-4948,mobile,T-Mobile
PH000873,312-555-1446,home,T-Mobile
PH000874,309-555-1193,mobile,Sprint
PH000875,217-555-1166,mobile,T-Mobile
PH000876,217-555-1006,mobile,Verizon
PH000877,815-555-6738,work,US Cellular
PH000878,630-555-9375,mobile,T-Mobile
PH000879,773-555-4901,mobile,T-Mobile
PH000880,815-555-9117,mobile,Sprint
PH000881,847-555-8561,mobile,US Cellular
PH000882,847-555-9235,home,Sprint
PH000883,312-555-4568,mobile,Verizon
PH000884,815-555-5500,work,US Cellular
PH000885,773-555-4415,mobile,T-Mobile
PH000886,773-555-4113,mobile,AT&T
PH000887,312-555-2487,mobile,US Cellular
PH000888,815-555-4983,work,T-Mobile
PH000889,773-555-2189,mobile,AT&T
PH000890,847-555-1266,mobile,US Cellular
PH000891,815-555-7654,home,Verizon
PH000892,217-555-8329,home,T-Mobile
PH000893,312-555-9168,mobile,Sprint
PH000894,312-555-5040,work,T-Mobile
PH000895,773-555-4192,work,US Cellular
PH000896,630-555-8848,mobile,T-Mobile
PH000897,773-555-9983,home,US Cellular
PH000898,312-555-9352,mobile,US Cellular
PH000899,815-555-2633,work,AT&T
PH000900,773-555-4960,mobile,Verizon
PH000901,309-555-8178,mobile,US Cellular
PH000902,217-555-6764,mobile,Verizon
PH000903,630-555-7961,mobile,AT&T
PH000904,217-555-1465,work,T-Mobile
PH000905,847-555-6292,mobile,AT&T
PH000906,630-555-9903,mobile,Verizon
PH000907,815-555-9374,mobile,US Cellular
PH000908,312-555-3737,mobile,Sprint
PH000909,217-555-9185,home,US Cellular
PH000910,312-555-7887,work,T-Mobile
PH000911,847-555-2408,mobile,T-Mobile
PH000912,847-555-1417,work,AT&T
PH000913,217-555-9028,mobile,US Cellular
PH000914,309-555-4030,home,T-Mobile
PH000915,815-555-4677,mobile,Sprint
PH000916,217-555-9822,work,US Cellular
PH000917,773-555-7034,home,US Cellular
PH000918,847-555-2830,mobile,T-Mobile
PH000919,312-555-9271,mobile,US Cellular
PH000920,309-555-3484,home,AT&T
PH000921,217-555-7066,mobile,Verizon
PH000922,312-555-6725,mobile,US Cellular
PH000923,312-555-5546,mobile,AT&T
PH000924,815-555-6631,mobile,US Cellular
PH000925,815-555-8954,mobile,Sprint
PH000926,309-555-3175,home,US Cellular
PH000927,309-555-9227,home,AT&T
PH000928,630-555-8094,home,T-Mobile
PH000929,815-555-3892,mobile,T-Mobile
PH000930,312-555-1592,mobile,AT&T
PH000931,312-555-8281,mobile,AT&T
PH000932,773-555-2578,home,AT&T
PH000933,630-555-7505,mobile,Verizon
PH000934,309-555-7048,mobile,AT&T
PH000935,773-555-3984,home,AT&T
PH000936,773-555-2887,mobile,Verizon
PH000937,630-555-4572,work,AT&T
PH000938,815-555-6249,mobile,T-Mobile
PH000939,815-555-6705,mobile,Sprint
PH000940,630-555-8872,mobile,Verizon
PH000941,312-555-4181,mobile,Sprint
PH000942,217-555-9245,work,Verizon
PH000943,630-555-1484,work,Verizon
PH000944,217-555-2126,mobile,US Cellular
PH000945,217-555-8009,mobile,US Cellular
PH000946,847-555-1457,mobile,T-Mobile
PH000947,773-555-3518,mobile,Sprint
PH000948,847-555-5511,mobile,AT&T
PH000949,815-555-5566,mobile,T-Mobile
PH000950,217-555-7628,mobile,Verizon
PH000951,847-555-2642,home,Verizon
PH000952,217-555-9735,mobile,T-Mobile
PH000953,217-555-4064,home,Sprint
PH000954,217-555-1736,mobile,Verizon
PH000955,309-555-6655,home,T-Mobile
PH000956,312-555-7729,mobile,Sprint
PH000957,309-555-7697,work,T-Mobile
PH000958,217-555-9335,mobile,T-Mobile
PH000959,815-555-2749,home,Verizon
PH000960,312-555-3280,home,Sprint
PH000961,847-555-7911,mobile,US Cellular
PH000962,847-555-3157,home,Sprint
PH000963,847-555-5344,mobile,US Cellular
PH000964,312-555-5539,mobile,AT&T
PH000965,630-555-7449,mobile,US Cellular
PH000966,815-555-7492,mobile,Sprint
PH000967,309-555-8678,home,US Cellular
PH000968,847-555-4830,work,Verizon
PH000969,312-555-3490,home,US Cellular
PH000970,312-555-8563,work,AT&T
PH000971,773-555-6402,mobile,Verizon
PH000972,217-555-8805,mobile,AT&T
PH000973,773-555-4291,mobile,US Cellular
PH000974,312-555-7666,home,T-Mobile
PH000975,312-555-9600,work,AT&T
PH000976,847-555-9298,home,T-Mobile
PH000977,217-555-1641,mobile,Sprint
PH000978,630-555-4507,mobile,AT&T
PH000979,815-555-3038,mobile,US Cellular
PH000980,773-555-8616,mobile,T-Mobile
PH000981,309-555-2861,home,Sprint
PH000982,630-555-6565,mobile,AT&T
PH000983,773-555-8289,mobile,AT&T
PH000984,309-555-9527,mobile,T-Mobile
PH000985,217-555-1893,mobile,AT&T
PH000986,309-555-4803,mobile,T-Mobile
PH000987,630-555-3244,mobile,Verizon
PH000988,630-555-6749,mobile,Sprint
PH000989,773-555-6234,home,US Cellular
PH000990,309-555-8057,mobile,AT&T
PH000991,217-555-5487,mobile,AT&T
PH000992,847-555-8087,mobile,AT&T
PH000993,630-555-4666,home,AT&T
PH000994,847-555-4671,mobile,Verizon
PH000995,630-555-9537,home,AT&T
PH000996,815-555-9325,home,US Cellular
PH000997,815-555-2431,mobile,Sprint
PH000998,847-555-6534,mobile,Sprint
PH000999,309-555-4353,work,Verizon
PH001000,815-555-9367,work,T-Mobile
PH001001,217-555-2634,home,T-Mobile
PH001002,312-555-9867,home,US Cellular
PH001003,630-555-4599,work,Sprint
PH001004,815-555-8517,home,AT&T
PH001005,847-555-4889,work,Sprint
PH001006,773-555-8942,home,Verizon
PH001007,630-555-5819,home,Sprint
PH001008,217-555-2919,work,US Cellular
PH001009,815-555-3497,mobile,Verizon
PH001010,309-555-7534,work,T-Mobile
PH001011,312-555-8146,home,Verizon
PH001012,773-555-7980,work,Verizon
PH001013,815-555-5688,work,Verizon
PH001014,847-555-5660,mobile,AT&T
PH001015,847-555-2155,mobile,Verizon
PH001016,312-555-9970,mobile,AT&T
PH001017,773-555-5122,mobile,Verizon
PH001018,312-555-5885,mobile,Sprint
PH001019,309-555-3766,mobile,AT&T
PH001020,309-555-2174,mobile,AT&T
PH001021,773-555-4851,mobile,AT&T
PH001022,309-555-5713,home,Verizon
PH001023,773-555-7653,mobile,US Cellular
PH001024,217-555-4252,mobile,AT&T
PH001025,217-555-6484,mobile,Sprint
PH001026,312-555-4183,work,US Cellular
PH001027,630-555-2934,mobile,Verizon
PH001028,815-555-2270,mobile,US Cellular
PH001029,309-555-2372,mobile,Sprint
PH001030,847-555-6921,mobile,T-Mobile
PH001031,773-555-7824,mobile,AT&T
PH001032,217-555-6619,mobile,Verizon
PH001033,309-555-9806,work,T-Mobile
PH001034,309-555-3487,mobile,T-Mobile
PH001035,309-555-9875,work,T-Mobile
PH001036,773-555-2772,mobile,US Cellular
PH001037,815-555-3670,mobile,Verizon
PH001038,217-555-8376,work,T-Mobile
PH001039,309-555-3562,home,AT&T
PH001040,773-555-8758,home,Sprint
PH001041,312-555-2406,mobile,Verizon
PH001042,312-555-3029,work,AT&T
PH001043,217-555-1054,mobile,US Cellular
PH001044,773-555-3889,mobile,US Cellular
PH001045,847-555-2104,mobile,US Cellular
PH001046,312-555-2763,home,Sprint
PH001047,847-555-8908,work,Sprint
PH001048,773-555-4738,mobile,Sprint
PH001049,847-555-3697,mobile,US Cellular
PH001050,815-555-3421,home,US Cellular
PH001051,847-555-1022,mobile,US Cellular
PH001052,630-555-6187,home,US Cellular
PH001053,630-555-5209,mobile,AT&T
PH001054,815-555-6745,mobile,T-Mobile
PH001055,309-555-6608,mobile,Sprint
PH001056,630-555-4528,mobile,US Cellular
PH001057,847-555-7362,work,T-Mobile
PH001058,217-555-5911,mobile,US Cellular
PH001059,773-555-3864,mobile,Sprint
PH001060,217-555-9345,work,Verizon
PH001061,217-555-2758,mobile,AT&T
PH001062,309-555-4491,home,AT&T
PH001063,815-555-7521,work,Sprint
PH001064,847-555-7493,mobile,US Cellular
PH001065,815-555-4851,mobile,US Cellular
PH001066,815-555-6164,work,Verizon
PH001067,815-555-4300,mobile,Verizon
PH001068,309-555-1092,mobile,T-Mobile
PH001069,847-555-5170,work,T-Mobile
PH001070,309-555-4077,home,AT&T
PH001071,773-555-5986,mobile,Sprint
PH001072,630-555-6677,work,AT&T
PH001073,312-555-6320,home,Verizon
PH001074,312-555-1472,mobile,T-Mobile
PH001075,630-555-3853,home,Sprint
PH001076,773-555-8198,mobile,Verizon
PH001077,773-555-3062,mobile,AT&T
PH001078,847-555-2042,mobile,Sprint
PH001079,630-555-1536,mobile,Verizon
PH001080,312-555-8133,mobile,T-Mobile
PH001081,312-555-4051,mobile,AT&T
PH001082,309-555-6079,home,T-Mobile
PH001083,309-555-7741,mobile,US Cellular
PH001084,847-555-3105,home,US Cellular
PH001085,309-555-5301,mobile,US Cellular
PH001086,815-555-9623,mobile,Sprint
PH001087,312-555-5430,mobile,Sprint
PH001088,630-555-4504,mobile,US Cellular
PH001089,773-555-8351,mobile,T-Mobile
PH001090,773-555-9055,mobile,Sprint
PH001091,773-555-5376,mobile,Verizon
PH001092,312-555-9535,mobile,Verizon
PH001093,309-555-5375,mobile,US Cellular
PH001094,630-555-3332,mobile,US Cellular
PH001095,773-555-9707,home,T-Mobile
PH001096,630-555-4944,mobile,T-Mobile
PH001097,815-555-9984,mobile,AT&T
PH001098,815-555-5541,work,T-Mobile
PH001099,773-555-1673,mobile,Sprint
PH001100,217-555-3596,mobile,Verizon
PH001101,815-555-8349,mobile,AT&T
PH001102,773-555-1602,home,Verizon
PH001103,630-555-8164,work,US Cellular
PH001104,815-555-3261,work,Sprint
PH001105,815-555-4372,mobile,US Cellular
PH001106,217-555-4847,work,US Cellular
PH001107,309-555-2657,work,AT&T
PH001108,217-555-9166,mobile,US Cellular
PH001109,815-555-3050,mobile,Sprint
PH001110,312-555-5846,home,T-Mobile
PH001111,630-555-3059,mobile,US Cellular
PH001112,630-555-3940,work,Sprint
PH001113,815-555-9473,mobile,T-Mobile
PH001114,630-555-8920,mobile,Verizon
PH001115,630-555-7475,mobile,AT&T
PH001116,312-555-8816,mobile,US Cellular
PH001117,309-555-5454,mobile,T-Mobile
PH001118,309-555-5623,work,T-Mobile
PH001119,630-555-8404,work,AT&T
PH001120,815-555-7255,work,T-Mobile
PH001121,217-555-3150,mobile,Verizon
PH001122,773-555-7484,mobile,Verizon
PH001123,630-555-8738,mobile,Verizon
PH001124,630-555-9886,work,US Cellular
PH001125,847-555-1995,mobile,Sprint
PH001126,217-555-8032,mobile,Sprint
PH001127,217-555-5632,mobile,AT&T
PH001128,773-555-7105,mobile,T-Mobile
PH001129,630-555-8699,mobile,T-Mobile
PH001130,312-555-2910,mobile,Sprint
PH001131,630-555-5201,mobile,T-Mobile
PH001132,815-555-2990,work,T-Mobile
PH001133,773-555-5152,mobile,US Cellular
PH001134,630-555-2299,mobile,US Cellular
PH001135,773-555-5242,mobile,US Cellular
PH001136,312-555-7450,mobile,AT&T
PH001137,312-555-6524,mobile,Verizon
PH001138,630-555-4499,mobile,T-Mobile
PH001139,217-555-7718,work,US Cellular
PH001140,309-555-8835,mobile,T-Mobile
PH001141,217-555-5935,mobile,T-Mobile
PH001142,773-555-4383,mobile,Verizon
PH001143,630-555-5844,home,Sprint
PH001144,217-555-8153,mobile,AT&T
PH001145,217-555-3905,mobile,US Cellular
PH001146,312-555-3425,mobile,T-Mobile
PH001147,309-555-5640,home,US Cellular
PH001148,847-555-7407,mobile,Sprint
PH001149,815-555-1657,home,Verizon
PH001150,309-555-3579,mobile,Sprint
PH001151,312-555-6503,home,Verizon
PH001152,815-555-2292,mobile,T-Mobile
PH001153,847-555-9720,home,Verizon
PH001154,217-555-2510,home,T-Mobile
PH001155,217-555-3280,mobile,AT&T
PH001156,312-555-7111,mobile,T-Mobile
PH001157,217-555-4330,mobile,Verizon
PH001158,630-555-6486,mobile,US Cellular
PH001159,847-555-5230,work,AT&T
PH001160,815-555-7416,mobile,Sprint
PH001161,630-555-7448,work,Sprint
PH001162,312-555-5851,mobile,AT&T
PH001163,217-555-9725,home,US Cellular
PH001164,309-555-3921,work,US Cellular
PH001165,773-555-3361,work,Sprint
PH001166,217-555-4239,mobile,Verizon
PH001167,630-555-4925,work,T-Mobile
PH001168,630-555-8639,mobile,AT&T
PH001169,312-555-5239,mobile,AT&T
PH001170,815-555-7834,mobile,T-Mobile
PH001171,309-555-2953,home,T-Mobile
PH001172,847-555-1529,work,Sprint
PH001173,630-555-7914,mobile,Sprint
PH001174,847-555-2500,mobile,US Cellular
PH001175,773-555-6769,mobile,US Cellular
PH001176,773-555-3200,mobile,Sprint
PH001177,630-555-5504,mobile,Verizon
PH001178,217-555-2849,mobile,Sprint
PH001179,773-555-8297,work,US Cellular
PH001180,217-555-9942,work,Sprint
PH001181,815-555-3857,mobile,Verizon
PH001182,309-555-8423,mobile,T-Mobile
PH001183,309-555-2962,home,US Cellular
PH001184,217-555-7721,mobile,Sprint
PH001185,630-555-8712,home,Sprint
PH001186,309-555-4154,home,US Cellular
PH001187,815-555-7183,home,T-Mobile
PH001188,815-555-4836,mobile,T-Mobile
PH001189,847-555-4292,work,US Cellular
PH001190,815-555-3129,mobile,Verizon
PH001191,773-555-8390,mobile,US Cellular
PH001192,312-555-1611,home,Sprint
PH001193,773-555-3521,mobile,AT&T
PH001194,773-555-4027,work,Sprint
PH001195,312-555-1130,mobile,US Cellular
PH001196,309-555-2317,work,AT&T
PH001197,630-555-7794,home,T-Mobile
PH001198,815-555-3527,home,AT&T
PH001199,309-555-1792,mobile,Verizon
PH001200,309-555-5704,mobile,US Cellular
PH001201,773-555-4787,mobile,US Cellular
