person1Ssn,person2Ssn,type,since
277-95-2536,443-67-4714,undisclosed,2018-06-26
506-43-5244,891-31-2354,undisclosed,2022-08-24
536-15-9614,408-60-7406,undisclosed,2021-04-07
148-38-1962,138-78-6720,undisclosed,2022-01-05
459-29-1091,804-79-4936,undisclosed,2022-11-21
624-49-5434,201-25-2735,undisclosed,2019-12-16
193-60-1685,506-43-8073,undisclosed,2022-03-24
880-14-6110,558-31-3525,undisclosed,2018-10-01
111-75-7432,274-61-2123,undisclosed,2022-04-02
233-33-3186,682-41-2694,undisclosed,2021-10-15
324-53-7863,231-47-5933,undisclosed,2022-12-01
591-64-8079,123-35-7990,undisclosed,2021-12-08
540-61-5732,531-12-9700,undisclosed,2022-01-24
564-17-3450,750-63-7881,undisclosed,2018-05-02
132-58-4019,762-88-2913,undisclosed,2020-04-07
489-20-3218,420-48-5572,undisclosed,2019-09-11
702-93-2468,173-90-7780,undisclosed,2020-08-18
671-30-7728,293-42-3180,undisclosed,2021-03-19
522-71-9532,239-86-7485,undisclosed,2021-07-09
431-16-1932,735-43-3736,undisclosed,2020-08-19
507-81-9536,408-78-3823,undisclosed,2022-06-08
333-18-1374,759-61-5876,undisclosed,2019-01-20
123-18-7769,493-16-9125,undisclosed,2022-12-22
286-89-8621,905-94-4408,undisclosed,2020-07-28
842-57-6455,455-13-8746,undisclosed,2019-05-31
715-39-2247,394-13-6460,undisclosed,2022-12-14
175-50-5766,994-45-8610,undisclosed,2022-11-04
923-82-9178,195-87-8660,undisclosed,2019-08-22
924-12-1386,385-53-9924,undisclosed,2019-01-25
305-73-5103,139-25-2815,undisclosed,2019-03-04
410-22-2938,710-10-6175,undisclosed,2020-05-24
252-82-3911,533-99-8774,undisclosed,2019-07-11
329-10-1960,232-94-8440,undisclosed,2020-02-19
813-69-1543,193-78-8718,undisclosed,2018-11-24
384-10-6909,505-63-1215,undisclosed,2022-10-30
292-26-7644,650-53-5745,undisclosed,2022-09-10
726-65-5097,695-63-8276,undisclosed,2018-04-11
641-86-5268,922-68-5246,undisclosed,2019-08-11
879-87-7273,594-41-6040,undisclosed,2021-11-26
218-34-1347,862-52-8094,undisclosed,2020-12-10
567-42-6784,706-99-2756,undisclosed,2020-09-25
936-35-6362,229-84-1402,undisclosed,2020-12-19
306-67-4802,297-68-3213,undisclosed,2021-06-03
941-20-1036,621-17-4985,undisclosed,2022-10-02
411-87-9730,517-79-9480,undisclosed,2018-06-07
642-63-4929,176-21-9274,undisclosed,2019-02-23
712-12-2564,270-96-4510,undisclosed,2019-02-08
306-21-6037,211-98-7915,undisclosed,2022-07-01
671-63-7038,104-58-7369,undisclosed,2021-03-07
341-45-7613,633-25-1396,undisclosed,2020-11-17
805-33-4842,136-86-1002,undisclosed,2018-11-27
581-75-2454,475-57-7583,undisclosed,2022-09-19
913-48-6861,276-53-2026,undisclosed,2019-08-29
432-38-9318,833-87-5218,undisclosed,2022-04-15
470-34-2782,508-41-1485,undisclosed,2020-11-27
609-10-2675,139-16-9958,undisclosed,2018-07-25
316-46-9263,852-70-8573,undisclosed,2022-07-14
349-27-8600,529-28-4906,undisclosed,2022-11-27
750-34-6045,460-19-2500,undisclosed,2022-11-13
440-94-1497,273-32-4884,undisclosed,2022-12-25
904-27-7022,304-70-4162,undisclosed,2022-03-21
155-62-6310,575-76-9117,undisclosed,2020-10-10
710-39-1489,129-10-1009,undisclosed,2022-04-01
502-95-4462,817-91-3951,undisclosed,2020-02-25
805-57-8061,836-27-3266,undisclosed,2022-04-22
998-31-3388,547-19-3448,undisclosed,2022-12-28
299-58-9847,235-55-2930,undisclosed,2019-10-06
299-33-9304,184-29-3261,undisclosed,2021-03-25
169-87-4437,446-75-7628,undisclosed,2022-04-26
595-49-4559,582-43-9779,undisclosed,2021-12-14
479-17-3016,600-76-4078,undisclosed,2020-07-12
229-95-7744,472-49-2947,undisclosed,2018-07-14
172-65-9920,970-13-6495,undisclosed,2019-06-30
305-38-4824,826-35-2196,undisclosed,2020-09-16
715-70-3439,876-81-3398,undisclosed,2019-10-11
943-63-7151,263-40-7809,undisclosed,2018-05-01
748-46-6020,432-96-4392,undisclosed,2019-08-05
626-45-1224,306-14-3936,undisclosed,2021-06-21
385-95-5387,247-18-3656,undisclosed,2020-09-08
291-76-9501,597-57-6271,undisclosed,2022-06-24
335-92-5269,747-65-4329,undisclosed,2021-01-29
994-71-5456,655-72-9755,undisclosed,2018-11-21
443-72-1222,106-17-6091,undisclosed,2022-11-01
759-33-4321,579-38-5253,undisclosed,2019-01-13
255-56-7944,209-35-3955,undisclosed,2019-08-21
563-91-4040,360-32-1569,undisclosed,2022-01-26
408-83-4948,552-36-8542,undisclosed,2018-01-13
326-57-5246,950-44-1797,undisclosed,2020-12-08
955-39-7697,370-21-9693,undisclosed,2018-10-03
987-32-5063,898-70-2279,undisclosed,2022-12-17
574-90-9949,231-95-2955,undisclosed,2020-05-25
646-12-1340,804-12-7005,undisclosed,2022-10-31
131-60-3236,696-86-6139,undisclosed,2021-04-28
789-48-5696,380-81-6562,undisclosed,2019-05-16
520-16-2754,175-60-7866,undisclosed,2022-07-13
260-18-8422,275-11-9759,undisclosed,2018-03-28
278-20-2653,176-79-2862,undisclosed,2020-05-18
880-86-9870,133-59-3190,undisclosed,2018-05-11
947-16-7947,633-48-8240,undisclosed,2018-05-31
350-30-3268,258-95-9550,undisclosed,2021-09-14
114-58-2463,382-64-9529,undisclosed,2020-12-07
562-25-1457,298-44-6135,undisclosed,2020-05-26
891-36-3134,515-96-2013,undisclosed,2020-03-16
194-41-1817,888-30-6136,undisclosed,2022-04-26
715-99-8775,859-69-2309,undisclosed,2019-03-13
561-55-6842,143-25-5602,undisclosed,2022-04-13
459-92-5025,966-66-6367,undisclosed,2022-08-05
134-97-5828,276-80-5504,undisclosed,2020-05-14
512-25-1928,791-75-2819,undisclosed,2022-07-15
159-90-6005,594-82-3459,undisclosed,2019-02-03
346-90-8090,208-15-3759,undisclosed,2018-10-27
312-35-1695,736-88-5426,undisclosed,2019-07-07
876-73-9702,131-91-2837,undisclosed,2019-07-19
684-74-4046,480-24-6947,undisclosed,2021-12-21
271-21-6750,870-40-2664,undisclosed,2018-10-15
977-71-2635,543-32-7063,undisclosed,2022-07-16
948-67-3842,326-11-1711,undisclosed,2020-07-17
217-83-2006,694-19-3466,undisclosed,2019-10-30
919-70-6978,964-62-8344,undisclosed,2020-04-12
294-27-4104,776-44-6232,undisclosed,2022-04-05
375-20-2629,272-15-8376,undisclosed,2021-06-19
711-72-4744,625-33-1814,undisclosed,2018-03-23
344-84-1965,812-88-1481,undisclosed,2020-01-04
159-70-6722,175-38-8838,undisclosed,2018-07-08
252-51-5673,755-27-1933,undisclosed,2022-01-03
881-85-6049,475-86-7426,undisclosed,2021-10-03
736-80-1538,840-57-3816,undisclosed,2021-09-21
796-90-9528,462-42-4597,undisclosed,2021-11-29
527-29-7712,380-16-4464,undisclosed,2020-12-25
661-96-3335,231-14-9515,undisclosed,2022-11-12
816-82-1326,902-67-4914,undisclosed,2018-10-06
991-25-9614,336-34-5348,undisclosed,2021-08-04
142-28-6076,964-85-1542,undisclosed,2018-10-22
638-85-2606,691-22-1359,undisclosed,2018-10-12
606-57-5329,169-28-5335,undisclosed,2019-10-09
776-25-5052,404-62-8726,undisclosed,2022-08-12
658-41-9594,111-81-7333,undisclosed,2019-11-01
311-60-8719,179-48-5948,undisclosed,2020-02-22
481-76-1726,912-29-2637,undisclosed,2021-10-03
959-29-7652,839-11-7879,undisclosed,2019-02-03
644-69-9096,238-41-6528,undisclosed,2020-06-11
463-70-1637,888-93-2699,undisclosed,2019-03-04
705-26-7192,598-32-6868,undisclosed,2018-10-08
578-22-6459,985-25-5631,undisclosed,2019-05-09
276-86-6382,715-99-3258,undisclosed,2019-02-21
419-93-2780,138-68-9562,undisclosed,2018-05-01
661-39-3829,643-12-8267,undisclosed,2018-03-29
357-53-2766,201-82-6694,undisclosed,2022-03-07
631-43-8223,525-39-5916,undisclosed,2018-04-20
448-42-3098,954-60-1929,undisclosed,2021-12-20
996-11-5069,611-34-9198,undisclosed,2022-02-23
581-83-6737,944-52-5163,undisclosed,2018-09-09
879-51-4010,312-63-2503,undisclosed,2022-02-18
886-31-2094,635-67-5611,undisclosed,2018-12-27
114-33-4358,153-70-5269,undisclosed,2019-08-09
250-28-6434,849-57-9310,undisclosed,2022-11-26
428-62-5719,809-81-3806,undisclosed,2018-11-02
142-29-9052,570-67-9918,undisclosed,2021-05-09
276-12-2728,734-49-2002,undisclosed,2021-09-27
513-62-1148,972-69-5012,undisclosed,2020-02-14
583-41-2391,822-46-6366,undisclosed,2018-09-10
455-57-3279,275-21-7822,undisclosed,2019-07-23
600-58-2799,240-61-9899,undisclosed,2022-11-06
774-66-5361,469-51-9203,undisclosed,2019-03-02
705-23-1794,773-36-2408,undisclosed,2018-02-26
886-66-6040,470-53-2553,undisclosed,2019-10-11
234-91-6479,795-70-8789,undisclosed,2020-03-06
415-29-9419,671-44-6981,undisclosed,2022-11-11
422-54-5309,895-60-2522,undisclosed,2020-03-27
627-97-2274,743-80-3306,undisclosed,2020-04-10
117-28-8723,485-99-9600,undisclosed,2019-10-04
621-94-9094,825-77-6369,undisclosed,2021-12-15
584-23-3244,215-46-5145,undisclosed,2022-03-09
912-48-6032,958-21-4393,undisclosed,2021-01-23
708-18-6515,160-78-6133,undisclosed,2022-05-05
983-79-2474,695-59-6697,undisclosed,2021-11-27
220-63-9837,157-78-4536,undisclosed,2021-12-02
706-26-1423,804-45-4810,undisclosed,2022-12-27
475-67-9991,114-39-9563,undisclosed,2022-07-13
577-19-5834,942-24-7876,undisclosed,2021-05-21
467-67-3930,429-32-5639,undisclosed,2018-07-06
722-59-6443,670-65-5906,undisclosed,2021-10-16
150-48-4884,302-73-5065,undisclosed,2018-12-22
949-68-1997,605-68-9379,undisclosed,2020-09-01
852-64-7581,659-77-6000,undisclosed,2018-07-17
654-15-6039,692-98-4901,undisclosed,2022-06-30
788-45-3947,827-35-3601,undisclosed,2021-01-02
767-38-5577,251-30-7699,undisclosed,2018-09-15
881-49-4049,272-41-7653,undisclosed,2019-07-22
467-36-4065,486-15-1007,undisclosed,2021-04-16
718-44-4794,955-80-2670,undisclosed,2021-05-14
607-91-5026,184-30-4857,undisclosed,2019-03-28
577-65-8306,317-39-1880,undisclosed,2020-01-02
417-23-3956,314-74-9556,undisclosed,2018-05-09
268-34-9942,340-12-2190,undisclosed,2022-04-16
906-44-1006,509-17-7633,undisclosed,2018-02-17
591-21-4458,819-50-7747,undisclosed,2020-05-30
826-13-6283,841-57-8030,undisclosed,2019-04-05
623-26-3121,587-77-4899,undisclosed,2020-02-04
838-87-3075,958-25-6261,undisclosed,2019-05-21
524-31-8902,582-16-9097,undisclosed,2018-12-03
599-42-9337,628-33-5900,undisclosed,2019-03-19
478-86-7063,291-90-3404,undisclosed,2021-09-27
236-18-5847,844-60-1454,undisclosed,2018-03-11
467-21-9250,487-89-6137,undisclosed,2019-09-23
879-87-5455,352-61-3519,undisclosed,2018-06-10
968-23-4539,574-22-6432,undisclosed,2018-02-01
199-28-6615,106-96-4703,undisclosed,2020-08-03
279-60-6747,436-32-3395,undisclosed,2021-11-28
778-12-4041,663-55-9287,undisclosed,2022-09-22
940-65-5863,410-77-3534,undisclosed,2020-03-04
403-89-5117,831-86-7663,undisclosed,2019-08-26
638-61-8391,213-53-1204,undisclosed,2018-06-10
277-29-1726,824-84-8448,undisclosed,2020-02-28
969-81-7743,231-75-3016,undisclosed,2019-10-12
322-23-1684,573-67-1684,undisclosed,2018-05-09
697-63-5942,996-99-7526,undisclosed,2021-01-28
522-53-9789,292-39-3199,undisclosed,2021-11-14
909-79-8324,984-35-6980,undisclosed,2022-11-24
361-77-9408,687-26-6829,undisclosed,2022-12-21
950-46-6795,176-19-8072,undisclosed,2018-10-20
750-88-3993,285-68-2514,undisclosed,2022-03-03
639-62-7399,899-81-4455,undisclosed,2018-03-17
354-22-6467,595-37-4480,undisclosed,2020-09-15
684-27-1388,834-21-3512,undisclosed,2021-01-10
250-76-6480,316-25-4878,undisclosed,2019-06-29
838-24-6159,195-78-8637,undisclosed,2020-01-10
758-59-7762,565-53-6834,undisclosed,2022-07-29
329-31-3047,415-72-7777,undisclosed,2019-08-26
828-67-4399,271-10-9664,undisclosed,2019-09-06
720-93-7843,383-62-7476,undisclosed,2018-10-05
997-74-9035,930-37-4394,undisclosed,2019-09-01
499-91-2965,959-37-8790,undisclosed,2018-01-10
965-83-8297,652-41-1316,undisclosed,2020-07-17
790-51-9303,384-69-3943,undisclosed,2018-10-19
450-53-6674,373-35-2207,undisclosed,2018-07-04
728-13-7000,126-15-4092,undisclosed,2018-04-15
296-52-6442,594-30-3425,undisclosed,2020-07-25
103-36-4037,894-65-7170,undisclosed,2019-04-25
944-92-3047,668-49-9204,undisclosed,2018-01-17
509-63-1902,237-63-6686,undisclosed,2020-11-17
756-44-7364,511-54-9170,undisclosed,2018-01-28
546-82-8936,173-17-9438,undisclosed,2021-01-19
479-34-5508,790-86-6719,undisclosed,2021-11-09
269-57-1287,673-99-9173,undisclosed,2019-08-10
216-22-2571,113-28-1228,undisclosed,2021-12-27
830-36-7252,254-55-9634,undisclosed,2018-07-14
992-39-1509,643-44-5440,undisclosed,2018-10-15
336-11-8645,269-21-6011,undisclosed,2021-01-21
706-39-8776,671-33-3864,undisclosed,2019-01-31
531-85-7508,143-28-3957,undisclosed,2018-12-03
164-98-3982,948-41-1911,undisclosed,2022-09-05
218-55-5173,101-44-8862,undisclosed,2018-03-07
449-24-2430,171-85-9271,undisclosed,2020-07-08
506-73-2109,340-21-2590,undisclosed,2019-01-14
240-14-7360,246-23-5315,undisclosed,2021-02-01
307-46-3583,284-53-6873,undisclosed,2019-04-22
861-97-6486,931-70-4416,undisclosed,2019-02-15
884-94-7386,325-46-1024,undisclosed,2018-09-13
767-80-7840,404-74-1714,undisclosed,2018-08-09
644-50-5943,163-44-4972,undisclosed,2021-08-22
443-21-4096,206-29-7708,undisclosed,2021-09-24
988-74-3917,693-21-1740,undisclosed,2019-10-29
544-49-8072,790-19-7903,undisclosed,2019-09-08
889-20-1395,869-79-8970,undisclosed,2018-12-18
765-70-3281,199-93-1315,undisclosed,2021-11-17
751-27-1950,439-83-9913,undisclosed,2021-11-20
443-24-5432,909-41-8025,undisclosed,2020-01-10
175-66-8627,968-96-4065,undisclosed,2019-05-12
715-59-1806,946-15-6422,undisclosed,2020-04-20
215-24-5979,370-59-9457,undisclosed,2022-06-03
571-46-3456,167-18-4577,undisclosed,2019-10-12
212-64-2725,220-94-2817,undisclosed,2019-06-26
870-46-6483,551-67-6022,undisclosed,2018-06-17
522-68-4083,492-75-9493,undisclosed,2022-01-28
980-15-5821,217-11-4699,undisclosed,2018-04-01
694-82-1968,328-62-3402,undisclosed,2019-07-05
793-12-1639,298-86-1632,undisclosed,2018-12-24
861-79-6490,984-45-2333,undisclosed,2018-05-18
281-52-3805,964-95-9711,undisclosed,2022-02-08
569-61-6228,407-67-8647,undisclosed,2019-07-02
436-46-3629,429-12-9762,undisclosed,2021-08-19
530-13-6737,565-79-1541,undisclosed,2020-02-18
502-56-1191,646-12-9926,undisclosed,2021-06-19
106-52-2372,328-42-9437,undisclosed,2019-03-07
394-52-7472,123-50-2314,undisclosed,2020-08-01
876-64-3004,250-49-9948,undisclosed,2019-08-18
588-81-6337,541-73-9767,undisclosed,2022-08-30
707-74-5013,530-50-1586,undisclosed,2019-03-06
691-93-9448,957-14-3202,undisclosed,2018-11-06
475-50-9559,546-68-9494,undisclosed,2021-12-09
667-40-8324,437-86-7465,undisclosed,2021-12-10
987-44-9113,481-92-9975,undisclosed,2019-08-06
810-59-3550,152-61-9433,undisclosed,2021-04-09
142-12-5838,998-39-9366,undisclosed,2020-04-09
945-85-9774,161-65-6594,undisclosed,2018-11-01
583-45-1727,517-10-4789,undisclosed,2022-06-28
760-65-7470,793-34-2899,undisclosed,2022-07-14
118-46-2797,494-55-4398,undisclosed,2021-10-10
302-47-4213,114-18-9216,undisclosed,2022-06-02
973-79-3878,925-28-1033,undisclosed,2018-12-23
877-26-5554,267-55-1317,undisclosed,2022-06-09
426-18-1475,683-48-6137,undisclosed,2018-01-17
364-30-7216,959-85-2605,undisclosed,2022-09-07
674-82-7553,890-10-2686,undisclosed,2018-03-11
944-80-1625,942-99-1638,undisclosed,2021-01-10
371-38-3139,401-23-8194,undisclosed,2022-12-20
887-80-6219,540-53-8535,undisclosed,2022-05-13
352-15-3184,261-18-3705,undisclosed,2019-03-11
823-73-9307,949-60-7588,undisclosed,2020-03-24
159-44-2091,784-58-2130,undisclosed,2021-02-17
762-47-7508,879-36-2051,undisclosed,2021-08-13
736-73-7483,767-42-2225,undisclosed,2020-12-09
178-28-1603,838-39-1341,undisclosed,2018-03-21
734-39-1053,176-56-4822,undisclosed,2018-07-23
478-25-8381,360-95-4002,undisclosed,2021-01-12
282-32-9132,108-84-1330,undisclosed,2021-02-09
770-88-4742,929-37-7427,undisclosed,2021-05-12
770-53-2693,480-95-7942,undisclosed,2018-01-22
970-80-4719,652-12-7666,undisclosed,2019-03-25
575-91-5524,532-72-8576,undisclosed,2021-01-29
357-15-7165,734-32-1606,undisclosed,2020-05-14
550-91-1574,204-41-3327,undisclosed,2022-08-01
679-90-8350,697-76-9711,undisclosed,2021-10-21
805-85-1439,928-29-7004,undisclosed,2021-02-02
391-65-6059,534-15-8336,undisclosed,2018-06-06
910-33-7245,435-42-4132,undisclosed,2020-06-03
169-20-3746,728-71-7199,undisclosed,2020-10-13
427-37-5550,912-20-3308,undisclosed,2022-10-15
932-52-5697,130-15-2198,undisclosed,2021-09-09
855-10-3890,826-73-6140,undisclosed,2022-04-28
676-87-5153,459-47-3258,undisclosed,2022-09-01
191-28-4029,855-98-5538,undisclosed,2022-02-26
615-57-7147,847-90-9710,undisclosed,2020-09-20
589-10-8125,261-58-1214,undisclosed,2019-10-23
614-86-5113,245-94-2046,undisclosed,2021-03-03
703-37-3119,393-84-2056,undisclosed,2019-03-16
160-18-7869,685-54-4796,undisclosed,2022-09-21
621-40-9212,922-67-7131,undisclosed,2022-06-30
897-38-3219,921-99-7707,undisclosed,2018-05-27
347-14-4514,448-71-4846,undisclosed,2022-11-29
406-42-7111,561-59-5472,undisclosed,2022-12-30
484-46-3472,916-64-2264,undisclosed,2018-09-02
897-97-2669,424-70-8181,undisclosed,2018-02-17
192-21-7589,559-18-9734,undisclosed,2020-06-27
732-71-5038,340-78-3965,undisclosed,2018-06-26
976-58-4817,171-99-2126,undisclosed,2022-09-15
801-65-2821,264-18-7033,undisclosed,2022-12-12
874-59-8586,411-17-5941,undisclosed,2021-12-04
702-12-2311,925-17-1106,undisclosed,2020-06-12
725-12-7982,585-22-9783,undisclosed,2019-02-14
734-43-2135,825-90-6616,undisclosed,2018-01-25
754-13-6454,782-23-1762,undisclosed,2022-09-21
250-93-4824,105-36-4121,undisclosed,2018-09-04
715-73-4112,717-88-1399,undisclosed,2020-03-22
330-32-4241,892-21-4624,undisclosed,2022-03-10
226-39-9500,366-53-9237,undisclosed,2022-03-14
336-54-4151,623-86-9861,undisclosed,2020-09-03
521-49-9591,702-19-3383,undisclosed,2018-07-08
694-15-9853,520-70-8979,undisclosed,2020-12-19
206-48-7626,713-90-2493,undisclosed,2021-12-31
345-10-5743,551-14-2876,undisclosed,2021-05-22
615-68-4443,408-44-8139,undisclosed,2020-03-12
168-41-4418,997-42-3004,undisclosed,2019-01-28
651-23-8783,989-19-9171,undisclosed,2021-09-13
683-36-3053,502-28-3399,undisclosed,2019-03-20
903-36-3235,935-91-5709,undisclosed,2022-10-24
803-98-5847,742-60-5970,undisclosed,2019-02-16
638-73-4842,319-95-8085,undisclosed,2022-08-30
121-16-7441,191-78-6695,undisclosed,2018-08-05
970-59-5929,227-24-3927,undisclosed,2021-05-02
894-20-8350,259-95-4751,undisclosed,2019-05-10
851-42-7045,275-31-4642,undisclosed,2021-03-22
178-14-4361,275-52-7444,undisclosed,2020-06-03
838-92-7611,346-23-6006,undisclosed,2022-03-10
604-57-9869,280-49-2781,undisclosed,2021-10-21
825-79-8872,599-81-1620,undisclosed,2018-05-07
190-25-2561,602-15-2114,undisclosed,2019-01-07
319-58-1101,920-21-7774,undisclosed,2020-08-24
422-47-3239,261-34-6831,undisclosed,2018-09-08
795-20-8333,953-73-9254,undisclosed,2020-11-05
631-95-5294,793-67-4507,undisclosed,2018-04-09
906-66-2989,665-44-5361,undisclosed,2022-01-10
986-19-6831,648-17-7085,undisclosed,2020-07-10
318-90-4695,534-88-8658,undisclosed,2021-01-13
505-12-6630,499-17-1704,undisclosed,2021-11-13
697-28-1565,714-87-3864,undisclosed,2019-09-04
878-59-4309,444-87-5011,undisclosed,2022-08-19
210-75-1686,794-27-9069,undisclosed,2021-11-27
480-29-4294,212-85-8338,undisclosed,2019-07-12
405-53-9811,960-13-6110,undisclosed,2019-10-30
277-67-6599,378-72-9474,undisclosed,2018-10-29
830-12-9846,947-50-2704,undisclosed,2020-05-26
271-84-5880,457-66-2809,undisclosed,2020-07-08
837-28-9216,760-69-1431,undisclosed,2022-08-30
704-40-8186,483-12-5193,undisclosed,2021-11-04
535-54-3477,960-13-2283,undisclosed,2021-04-18
839-80-4084,129-60-5310,undisclosed,2019-03-19
727-84-9108,701-91-8017,undisclosed,2018-11-13
527-17-4586,518-91-6821,undisclosed,2021-12-29
387-59-3678,903-23-2653,undisclosed,2019-03-11
525-97-8777,846-66-4461,undisclosed,2018-10-04
983-60-4469,481-37-4662,undisclosed,2019-03-24
189-42-4361,879-19-3580,undisclosed,2020-08-12
767-37-9310,367-78-2652,undisclosed,2021-08-28
140-89-9514,544-14-4647,undisclosed,2018-08-18
845-74-2590,111-98-4401,undisclosed,2018-04-26
614-30-3697,518-71-8340,undisclosed,2022-09-07
372-96-5825,382-20-8263,undisclosed,2018-12-15
347-15-8380,956-12-9809,undisclosed,2022-05-13
604-71-3736,908-43-9714,undisclosed,2021-10-06
618-85-4364,489-22-1072,undisclosed,2020-10-27
869-60-5499,334-38-6986,undisclosed,2021-10-15
878-81-8182,809-60-9094,undisclosed,2020-03-13
897-19-5976,308-86-1264,undisclosed,2018-01-02
799-81-1009,665-83-2115,undisclosed,2020-10-28
373-61-3282,906-25-1595,undisclosed,2021-06-24
718-44-7748,919-58-5520,undisclosed,2018-06-10
326-71-6044,821-78-9239,undisclosed,2019-01-17
842-42-3369,805-82-7813,undisclosed,2021-10-13
